,gender,age_group,child_num,income_total,asset,edu_type,house_type,occyp_type,income_stability,family_type,family_size,emp_years,income_per_capita,hold_period,credit
229,F,50,0,90000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,51.0,2.0
230,F,40,0,103500.0,NN,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,30,0.0,37.0,2.0
231,F,60,0,67500.0,YN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,19.0,2.0
232,F,30,0,225000.0,YY,Higher education,House / apartment,Sales staff,2,Civil marriage,2.0,1,0.0,17.0,0.0
233,M,40,0,112500.0,YY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,21,0.0,27.0,1.0
234,M,50,0,450000.0,YY,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,2,0.0,59.0,1.0
235,M,40,0,247500.0,NY,Higher education,House / apartment,Core staff,1,Civil marriage,2.0,1,0.0,11.0,1.0
236,M,40,0,247500.0,YN,Secondary / secondary special,House / apartment,Drivers,2,Married,2.0,3,0.0,20.0,1.0
237,F,30,0,112500.0,NN,Secondary / secondary special,House / apartment,State servant,1,Married,2.0,18,0.0,27.0,2.0
238,M,40,0,225000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,0,0.0,29.0,2.0
239,F,30,1,270000.0,YY,Higher education,House / apartment,Sales staff,2,Separated,2.0,0,0.5,37.0,2.0
240,M,30,0,382500.0,YN,Higher education,Office apartment,State servant,1,Married,2.0,11,0.0,3.0,1.0
241,M,30,2,202500.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,8,0.5,18.0,1.0
242,F,30,2,180000.0,NN,Secondary / secondary special,House / apartment,Accountants,1,Married,4.0,3,0.5,6.0,2.0
243,F,40,0,112500.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Single / not married,1.0,2,0.0,13.0,2.0
244,M,40,1,99000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Single / not married,2.0,14,0.5,1.0,1.0
245,F,30,1,157500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,9,0.3333333333333333,23.0,0.0
246,F,50,0,202500.0,YY,Higher education,House / apartment,Accountants,1,Married,2.0,20,0.0,43.0,1.0
247,F,50,0,90000.0,NY,Secondary / secondary special,House / apartment,Cleaning staff,3,Married,2.0,8,0.0,28.0,2.0
248,M,30,2,157500.0,YY,Higher education,With parents,Drivers,2,Married,4.0,1,0.5,47.0,2.0
249,M,40,0,180000.0,NN,Higher education,House / apartment,Core staff,1,Married,2.0,2,0.0,43.0,1.0
250,M,30,1,180000.0,NY,Secondary / secondary special,Municipal apartment,High skill tech staff,1,Married,3.0,6,0.3333333333333333,11.0,1.0
251,F,50,0,202500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,14.0,2.0
252,F,30,1,90000.0,YN,Incomplete higher,Rented apartment,Laborers,3,Married,3.0,9,0.3333333333333333,6.0,1.0
253,F,50,0,225000.0,NY,Higher education,House / apartment,Core staff,1,Single / not married,1.0,18,0.0,22.0,2.0
254,F,20,0,126000.0,YY,Secondary / secondary special,House / apartment,Core staff,1,Married,2.0,2,0.0,32.0,2.0
255,F,30,1,180000.0,NY,Higher education,House / apartment,High skill tech staff,1,Married,3.0,9,0.3333333333333333,5.0,1.0
256,F,30,2,360000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Single / not married,3.0,9,0.6666666666666666,25.0,2.0
257,F,60,0,157500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,17.0,1.0
258,F,40,0,315000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Separated,1.0,9,0.0,18.0,0.0
259,F,30,1,270000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,12,0.3333333333333333,46.0,2.0
260,F,30,1,180000.0,NY,Higher education,House / apartment,Sales staff,2,Civil marriage,3.0,5,0.3333333333333333,41.0,1.0
261,F,30,2,180000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Married,4.0,18,0.5,18.0,2.0
262,M,30,0,180000.0,NN,Incomplete higher,House / apartment,Commercial associate,2,Married,2.0,6,0.0,46.0,2.0
263,F,20,1,180000.0,NN,Incomplete higher,With parents,Working,2,Married,3.0,7,0.3333333333333333,38.0,2.0
264,F,60,0,81000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,33.0,2.0
265,F,20,0,67500.0,NN,Secondary / secondary special,House / apartment,Commercial associate,2,Civil marriage,2.0,3,0.0,10.0,0.0
266,F,50,0,238500.0,NY,Higher education,House / apartment,Sales staff,2,Married,2.0,8,0.0,12.0,2.0
267,F,50,0,202500.0,YY,Higher education,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,39.0,2.0
268,F,60,0,630000.0,NY,Higher education,House / apartment,Accountants,1,Separated,1.0,4,0.0,41.0,2.0
269,F,30,0,405000.0,NY,Secondary / secondary special,House / apartment,Sales staff,2,Single / not married,1.0,5,0.0,25.0,2.0
270,M,30,2,135000.0,YN,Higher education,House / apartment,Core staff,1,Married,4.0,4,0.5,42.0,0.0
271,F,20,0,112500.0,YN,Higher education,With parents,Core staff,1,Married,2.0,4,0.0,11.0,2.0
272,F,60,0,67500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,13.0,2.0
273,M,40,2,135000.0,YN,Secondary / secondary special,With parents,Working,2,Married,4.0,1,0.5,23.0,2.0
274,M,30,0,184500.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,0,0.0,60.0,2.0
275,M,30,1,337500.0,YN,Higher education,House / apartment,State servant,1,Married,3.0,9,0.3333333333333333,2.0,1.0
276,F,50,0,67500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Separated,1.0,-1000,0.0,8.0,2.0
277,M,20,1,90000.0,NY,Secondary / secondary special,With parents,Laborers,3,Married,3.0,0,0.3333333333333333,20.0,0.0
278,F,30,0,180000.0,NY,Higher education,House / apartment,Core staff,1,Married,2.0,19,0.0,-0.0,1.0
279,M,50,0,112500.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,35.0,1.0
280,F,60,0,112500.0,NY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,2.0,7,0.0,44.0,1.0
281,F,60,0,76500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,9.0,2.0
282,M,50,0,90000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Single / not married,1.0,-1000,0.0,5.0,2.0
283,M,30,0,252000.0,YY,Higher education,House / apartment,Drivers,2,Married,2.0,7,0.0,33.0,2.0
284,M,60,0,180000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,22.0,2.0
285,F,40,0,112500.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Widow,1.0,11,0.0,3.0,0.0
286,M,30,1,562500.0,NY,Incomplete higher,House / apartment,Working,2,Married,3.0,15,0.3333333333333333,35.0,2.0
287,F,40,0,112500.0,NN,Secondary / secondary special,House / apartment,Commercial associate,2,Married,2.0,2,0.0,16.0,2.0
288,F,30,0,270000.0,NY,Secondary / secondary special,House / apartment,Core staff,1,Single / not married,1.0,2,0.0,53.0,2.0
289,M,30,3,90000.0,NN,Secondary / secondary special,House / apartment,State servant,1,Married,5.0,1,0.6,5.0,2.0
290,F,30,2,135000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,12,0.5,16.0,2.0
291,F,30,0,157500.0,NN,Higher education,House / apartment,Core staff,1,Married,2.0,2,0.0,23.0,2.0
292,F,30,0,135000.0,NN,Secondary / secondary special,House / apartment,Commercial associate,2,Married,2.0,5,0.0,31.0,0.0
293,F,50,0,301500.0,YY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,7.0,2.0
294,M,20,0,225000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,3,0.0,20.0,1.0
295,F,50,0,135000.0,NN,Higher education,With parents,IT staff,1,Separated,1.0,5,0.0,42.0,2.0
296,M,20,0,247500.0,YN,Incomplete higher,House / apartment,Managers,1,Separated,1.0,4,0.0,9.0,2.0
297,F,20,0,270000.0,NN,Secondary / secondary special,Office apartment,Sales staff,2,Civil marriage,2.0,2,0.0,25.0,2.0
298,M,20,0,315000.0,YY,Higher education,House / apartment,Sales staff,2,Married,2.0,3,0.0,3.0,1.0
299,F,30,0,135000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,5,0.0,54.0,2.0
300,M,40,2,315000.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,7,0.5,48.0,2.0
301,M,30,0,180000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,4,0.0,17.0,1.0
302,F,50,0,256500.0,YY,Secondary / secondary special,House / apartment,Core staff,1,Single / not married,1.0,1,0.0,21.0,1.0
303,M,30,0,180000.0,YY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,2,0.0,23.0,2.0
304,F,50,0,112500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,5.0,0.0
305,F,50,2,382500.0,NN,Secondary / secondary special,House / apartment,Security staff,2,Married,4.0,13,0.5,33.0,0.0
306,F,50,0,112500.0,NY,Secondary / secondary special,Municipal apartment,Working,2,Married,2.0,10,0.0,33.0,1.0
307,M,40,2,450000.0,YY,Higher education,House / apartment,Managers,1,Married,4.0,11,0.5,25.0,2.0
308,M,40,0,180000.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,8,0.0,9.0,1.0
309,F,40,0,247500.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Civil marriage,2.0,13,0.0,55.0,2.0
310,F,30,0,315000.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,9,0.0,39.0,2.0
311,M,40,0,229500.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Single / not married,1.0,3,0.0,19.0,1.0
312,F,40,0,148500.0,NY,Higher education,House / apartment,Core staff,1,Married,2.0,2,0.0,20.0,2.0
313,F,50,0,135000.0,NY,Higher education,House / apartment,Core staff,1,Married,2.0,23,0.0,20.0,1.0
314,F,40,0,135000.0,NN,Secondary / secondary special,House / apartment,Working,2,Married,2.0,15,0.0,3.0,1.0
315,F,50,0,166500.0,NN,Higher education,House / apartment,Core staff,1,Married,2.0,10,0.0,14.0,2.0
316,F,50,0,463500.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,11,0.0,34.0,0.0
317,F,60,0,90000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Civil marriage,2.0,-1000,0.0,14.0,2.0
318,F,60,0,157500.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Widow,1.0,5,0.0,7.0,1.0
319,F,30,1,225000.0,NN,Secondary / secondary special,House / apartment,Accountants,1,Civil marriage,3.0,1,0.3333333333333333,21.0,2.0
320,F,30,2,135000.0,YN,Higher education,Municipal apartment,Sales staff,2,Civil marriage,4.0,3,0.5,41.0,1.0
321,M,40,4,202500.0,YN,Secondary / secondary special,House / apartment,Security staff,2,Married,6.0,7,0.6666666666666666,30.0,2.0
322,M,40,1,202500.0,NY,Secondary / secondary special,House / apartment,Drivers,2,Married,3.0,2,0.3333333333333333,15.0,2.0
323,M,40,1,405000.0,YY,Secondary / secondary special,House / apartment,Commercial associate,2,Married,3.0,2,0.3333333333333333,22.0,2.0
324,M,50,0,135000.0,YY,Secondary / secondary special,House / apartment,Low-skill Laborers,3,Married,2.0,8,0.0,7.0,1.0
325,M,20,0,225000.0,YY,Higher education,With parents,Working,2,Single / not married,1.0,1,0.0,21.0,2.0
326,F,30,0,225000.0,YN,Secondary / secondary special,House / apartment,Sales staff,2,Widow,1.0,1,0.0,1.0,0.0
327,F,30,0,126000.0,NN,Secondary / secondary special,Municipal apartment,Sales staff,2,Married,2.0,17,0.0,45.0,2.0
328,M,30,1,270000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,4,0.3333333333333333,22.0,2.0
329,F,30,0,90000.0,NY,Secondary / secondary special,House / apartment,State servant,1,Separated,1.0,0,0.0,14.0,2.0
330,F,50,0,270000.0,NN,Secondary / secondary special,House / apartment,Medicine staff,1,Separated,1.0,33,0.0,18.0,2.0
331,M,40,0,157500.0,YN,Higher education,House / apartment,Working,2,Married,2.0,1,0.0,37.0,2.0
332,F,40,0,180000.0,NN,Secondary / secondary special,House / apartment,Medicine staff,1,Married,2.0,29,0.0,16.0,1.0
333,M,30,0,184500.0,YY,Higher education,House / apartment,Managers,1,Married,2.0,0,0.0,-0.0,1.0
334,F,40,1,270000.0,NN,Secondary / secondary special,House / apartment,Core staff,1,Separated,2.0,2,0.5,60.0,2.0
335,F,50,0,99000.0,NY,Higher education,House / apartment,Laborers,3,Married,2.0,22,0.0,39.0,2.0
336,F,30,0,432000.0,YY,Incomplete higher,House / apartment,Managers,1,Married,2.0,3,0.0,31.0,0.0
337,M,50,0,180000.0,NY,Secondary / secondary special,House / apartment,Security staff,2,Married,2.0,9,0.0,11.0,0.0
338,F,60,0,247500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,28.0,2.0
339,F,30,2,180000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,0,0.5,37.0,2.0
340,F,40,0,117000.0,YY,Secondary / secondary special,House / apartment,Sales staff,2,Married,2.0,5,0.0,20.0,2.0
341,F,30,2,121500.0,YY,Incomplete higher,House / apartment,Core staff,1,Married,4.0,0,0.5,26.0,2.0
342,F,30,4,112500.0,YY,Higher education,House / apartment,Core staff,1,Married,6.0,5,0.6666666666666666,12.0,0.0
343,F,50,0,90000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,36.0,2.0
344,F,50,0,99000.0,YY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,6,0.0,33.0,2.0
345,F,40,0,180000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,2.0,1.0
346,M,20,0,225000.0,NN,Higher education,House / apartment,Working,2,Single / not married,1.0,4,0.0,40.0,2.0
347,F,30,1,135000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,4,0.3333333333333333,6.0,1.0
348,M,20,0,180000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,4,0.0,34.0,2.0
349,M,50,0,135000.0,NN,Secondary / secondary special,House / apartment,Drivers,2,Civil marriage,2.0,2,0.0,11.0,2.0
350,F,40,0,787500.0,NY,Higher education,House / apartment,Managers,1,Married,2.0,3,0.0,1.0,1.0
351,F,40,0,270000.0,NY,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,27,0.0,34.0,2.0
352,F,40,0,81000.0,NY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,2.0,1,0.0,16.0,2.0
353,F,20,0,180000.0,NN,Secondary / secondary special,House / apartment,Medicine staff,1,Civil marriage,2.0,5,0.0,4.0,2.0
354,M,30,0,247500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,9,0.0,44.0,2.0
355,F,20,0,225000.0,YY,Higher education,With parents,Core staff,1,Single / not married,1.0,3,0.0,24.0,2.0
356,M,40,0,234000.0,NY,Secondary / secondary special,Rented apartment,Laborers,3,Married,2.0,3,0.0,7.0,2.0
357,M,60,0,225000.0,YY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,31.0,1.0
358,M,60,0,81000.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,33.0,2.0
359,F,20,1,135000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,8,0.3333333333333333,48.0,1.0
360,F,40,0,126000.0,NY,Higher education,House / apartment,Managers,1,Separated,1.0,8,0.0,12.0,2.0
361,M,30,2,225000.0,YY,Secondary / secondary special,Rented apartment,Working,2,Married,4.0,14,0.5,6.0,1.0
362,F,60,0,180000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,9.0,0.0
363,M,30,0,306000.0,YN,Higher education,House / apartment,Accountants,1,Married,2.0,7,0.0,17.0,1.0
364,F,60,0,67500.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,6.0,2.0
365,F,60,0,90000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,2.0,1.0
366,F,30,0,112500.0,NY,Secondary / secondary special,House / apartment,State servant,1,Married,2.0,12,0.0,33.0,2.0
367,M,30,0,247500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,20,0.0,24.0,2.0
368,F,40,0,108000.0,NY,Secondary / secondary special,House / apartment,Laborers,3,Separated,1.0,4,0.0,55.0,2.0
369,M,40,0,135000.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,2.0,10,0.0,34.0,2.0
370,F,40,1,279000.0,YY,Higher education,House / apartment,Managers,1,Civil marriage,3.0,10,0.3333333333333333,33.0,2.0
371,F,50,0,112500.0,NN,Secondary / secondary special,House / apartment,High skill tech staff,1,Married,2.0,2,0.0,27.0,2.0
372,M,50,0,405000.0,YY,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,3,0.0,25.0,1.0
373,F,40,1,450000.0,YY,Secondary / secondary special,House / apartment,Core staff,1,Married,3.0,1,0.3333333333333333,49.0,2.0
374,M,40,1,900000.0,YY,Higher education,House / apartment,High skill tech staff,1,Civil marriage,3.0,6,0.3333333333333333,26.0,2.0
375,F,50,0,270000.0,NY,Higher education,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,22.0,2.0
376,M,40,1,148500.0,YY,Secondary / secondary special,House / apartment,Laborers,3,Married,3.0,14,0.3333333333333333,14.0,2.0
377,F,30,2,90000.0,NY,Higher education,House / apartment,Working,2,Married,4.0,1,0.5,37.0,1.0
378,M,30,0,270000.0,YN,Higher education,House / apartment,Commercial associate,2,Separated,1.0,6,0.0,20.0,2.0
379,F,40,0,112500.0,NY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,4,0.0,27.0,2.0
380,F,50,0,135000.0,YN,Higher education,House / apartment,Core staff,1,Married,2.0,33,0.0,7.0,2.0
381,F,50,0,180000.0,YN,Secondary / secondary special,House / apartment,Managers,1,Married,2.0,20,0.0,7.0,1.0
382,M,20,2,378000.0,YN,Higher education,House / apartment,Security staff,2,Married,4.0,3,0.5,22.0,2.0
383,F,60,0,99000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,1.0,1.0
384,F,50,0,360000.0,YY,Higher education,House / apartment,Core staff,1,Separated,1.0,5,0.0,23.0,2.0
385,F,20,0,81000.0,NY,Secondary / secondary special,House / apartment,Low-skill Laborers,3,Civil marriage,2.0,3,0.0,7.0,2.0
386,F,40,0,180000.0,YY,Incomplete higher,House / apartment,High skill tech staff,1,Married,2.0,8,0.0,1.0,1.0
387,F,50,0,630000.0,NY,Higher education,House / apartment,Managers,1,Married,2.0,12,0.0,21.0,2.0
388,F,20,0,225000.0,YY,Higher education,House / apartment,Commercial associate,2,Married,2.0,2,0.0,11.0,2.0
389,F,30,1,81000.0,NN,Secondary / secondary special,House / apartment,Cooking staff,2,Married,3.0,3,0.3333333333333333,41.0,2.0
390,F,50,1,90000.0,NN,Secondary / secondary special,House / apartment,Pensioner,1,Married,3.0,-1000,0.3333333333333333,-0.0,1.0
391,M,40,2,225000.0,NN,Higher education,House / apartment,Laborers,3,Civil marriage,4.0,8,0.5,7.0,2.0
392,M,30,2,112500.0,YN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,0,0.5,51.0,2.0
393,F,20,1,202500.0,NY,Incomplete higher,House / apartment,Sales staff,2,Married,3.0,3,0.3333333333333333,53.0,2.0
394,M,50,0,112500.0,YY,Secondary / secondary special,House / apartment,Working,2,Married,2.0,1,0.0,58.0,2.0
395,M,20,2,180000.0,NN,Secondary / secondary special,House / apartment,Laborers,3,Married,4.0,6,0.5,58.0,1.0
396,F,60,0,135000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Widow,1.0,-1000,0.0,18.0,2.0
397,F,50,0,67500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,9.0,2.0
398,F,30,0,247500.0,NY,Higher education,House / apartment,Cooking staff,2,Single / not married,1.0,7,0.0,20.0,2.0
399,M,60,0,31500.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,7.0,0.0
400,F,20,0,247500.0,NY,Secondary / secondary special,House / apartment,Cooking staff,2,Married,2.0,1,0.0,1.0,1.0
401,F,40,0,135000.0,YN,Higher education,House / apartment,State servant,1,Married,2.0,7,0.0,19.0,2.0
402,F,50,0,29250.0,YY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,41.0,0.0
403,F,60,0,72000.0,NY,Secondary / secondary special,House / apartment,Pensioner,1,Married,2.0,-1000,0.0,5.0,2.0
404,F,20,0,112500.0,NY,Higher education,House / apartment,Core staff,1,Civil marriage,2.0,0,0.0,5.0,1.0
